location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Tony Grove Ranger Station",33,11.0,6,6250,02,00
"Tony Grove Ranger Station",25,9.7,6,6250,03,00
"Tony Grove Ranger Station",0,0.0,6,6250,04,00
"Tony Grove Ranger Station",37,9.0,6,6250,02,01
"Tony Grove Ranger Station",13,5.1,6,6250,03,01
"Tony Grove Ranger Station",0,0.0,6,6250,04,01
"Tony Grove Ranger Station",37,9.7,6,6250,02,02
"Tony Grove Ranger Station",29,9.5,6,6250,03,02
"Tony Grove Ranger Station",0,0.0,6,6250,04,02
"Tony Grove Ranger Station",34,8.6,6,6250,02,03
"Tony Grove Ranger Station",21,6.0,6,6250,03,03
"Tony Grove Ranger Station",0,0.0,6,6250,04,03
"Tony Grove Ranger Station",40,12.0,6,6250,02,04
"Tony Grove Ranger Station",16,5.9,6,6250,03,04
"Tony Grove Ranger Station",0,0.0,6,6250,04,04
"Tony Grove Ranger Station",47,14.2,6,6250,02,05
"Tony Grove Ranger Station",37,13.3,6,6250,03,05
"Tony Grove Ranger Station",5,2.0,6,6250,04,05
"Tony Grove Ranger Station",47,15.0,6,6250,02,06
"Tony Grove Ranger Station",45,15.7,6,6250,03,06
"Tony Grove Ranger Station",8,3.0,6,6250,04,06
"Tony Grove Ranger Station",24,6.8,6,6250,02,07
"Tony Grove Ranger Station",7,1.8,6,6250,03,07
"Tony Grove Ranger Station",0,0.0,6,6250,04,07
"Tony Grove Ranger Station",46,14.1,6,6250,02,08
"Tony Grove Ranger Station",40,15.6,6,6250,03,08
"Tony Grove Ranger Station",20,9.4,6,6250,04,08
"Tony Grove Ranger Station",35,11.1,6,6250,02,09
"Tony Grove Ranger Station",36,10.3,6,6250,03,09
"Tony Grove Ranger Station",6,2.2,6,6250,04,09
"Tony Grove Ranger Station",38,10.3,6,6250,02,10
"Tony Grove Ranger Station",28,8.9,6,6250,03,10
"Tony Grove Ranger Station",2,0.1,6,6250,04,10
"Tony Grove Ranger Station",58,13.8,6,6250,02,11
"Tony Grove Ranger Station",53,21.1,6,6250,03,11
"Tony Grove Ranger Station",37,13.4,6,6250,04,11
"Tony Grove Ranger Station",45,9.7,6,6250,02,12
"Tony Grove Ranger Station",22,7.7,6,6250,03,12
"Tony Grove Ranger Station",0,0.0,6,6250,04,12
"Tony Grove Ranger Station",28,6.4,6,6250,02,13
"Tony Grove Ranger Station",19,6.0,6,6250,03,13
"Tony Grove Ranger Station",0,0.0,6,6250,04,13
"Tony Grove Ranger Station",43,13.1,6,6250,02,14
"Tony Grove Ranger Station",41,14.8,6,6250,03,14
"Tony Grove Ranger Station",0,0.0,6,6250,04,14
"Tony Grove Ranger Station",19,5.8,6,6250,02,15
"Tony Grove Ranger Station",5,2.0,6,6250,03,15
"Tony Grove Ranger Station",0,0.0,6,6250,04,15
"Tony Grove Ranger Station",36,11.1,6,6250,02,16
"Tony Grove Ranger Station",34,11.3,6,6250,03,16
"Tony Grove Ranger Station",0,0.0,6,6250,04,16
