location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Castle Valley",,2.2,9,9580,01,00
"Castle Valley",,4.5,9,9580,02,00
"Castle Valley",,9.6,9,9580,03,00
"Castle Valley",,13.2,9,9580,04,00
"Castle Valley",,0.0,9,9580,05,00
"Castle Valley",,0.0,9,9580,06,00
"Castle Valley",,4.8,9,9580,01,01
"Castle Valley",,9.9,9,9580,02,01
"Castle Valley",,14.0,9,9580,03,01
"Castle Valley",,14.8,9,9580,04,01
"Castle Valley",,4.8,9,9580,05,01
"Castle Valley",,0.0,9,9580,06,01
"Castle Valley",,3.5,9,9580,01,02
"Castle Valley",,4.3,9,9580,02,02
"Castle Valley",,5.1,9,9580,03,02
"Castle Valley",,5.8,9,9580,04,02
"Castle Valley",,0.0,9,9580,05,02
"Castle Valley",,0.0,9,9580,06,02
"Castle Valley",,3.1,9,9580,01,03
"Castle Valley",,3.7,9,9580,02,03
"Castle Valley",,6.7,9,9580,03,03
"Castle Valley",,9.5,9,9580,04,03
"Castle Valley",,0.0,9,9580,05,03
"Castle Valley",,0.0,9,9580,06,03
"Castle Valley",35,6.4,9,9580,01,04
"Castle Valley",36,8.0,9,9580,02,04
"Castle Valley",65,13.8,9,9580,03,04
"Castle Valley",29,10.1,9,9580,04,04
"Castle Valley",8,2.0,9,9580,05,04
"Castle Valley",0,0.0,9,9580,06,04
"Castle Valley",59,12.6,9,9580,01,05
"Castle Valley",69,21.1,9,9580,02,05
"Castle Valley",80,25.9,9,9580,03,05
"Castle Valley",86,31.1,9,9580,04,05
"Castle Valley",61,27.3,9,9580,05,05
"Castle Valley",0,0.0,9,9580,06,05
"Castle Valley",18,2.8,9,9580,01,06
"Castle Valley",31,6.4,9,9580,02,06
"Castle Valley",33,8.3,9,9580,03,06
"Castle Valley",56,15.5,9,9580,04,06
"Castle Valley",13,2.9,9,9580,05,06
"Castle Valley",0,0.0,9,9580,06,06
"Castle Valley",17,3.0,9,9580,01,07
"Castle Valley",27,4.6,9,9580,02,07
"Castle Valley",41,8.0,9,9580,03,07
"Castle Valley",20,6.3,9,9580,04,07
"Castle Valley",0,0.0,9,9580,05,07
"Castle Valley",0,0.0,9,9580,06,07
"Castle Valley",24,5.3,9,9580,01,08
"Castle Valley",52,12.2,9,9580,02,08
"Castle Valley",53,15.7,9,9580,03,08
"Castle Valley",46,16.6,9,9580,04,08
"Castle Valley",9,2.9,9,9580,05,08
"Castle Valley",0,0.0,9,9580,06,08
"Castle Valley",32,6.1,9,9580,01,09
"Castle Valley",34,7.9,9,9580,02,09
"Castle Valley",43,11.1,9,9580,03,09
"Castle Valley",40,13.6,9,9580,04,09
"Castle Valley",12,4.4,9,9580,05,09
"Castle Valley",0,0.0,9,9580,06,09
"Castle Valley",37,5.7,9,9580,01,10
"Castle Valley",54,10.9,9,9580,02,10
"Castle Valley",57,15.0,9,9580,03,10
"Castle Valley",62,19.5,9,9580,04,10
"Castle Valley",38,14.3,9,9580,05,10
"Castle Valley",0,0.0,9,9580,06,10
"Castle Valley",59,13.9,9,9580,01,11
"Castle Valley",46,14.4,9,9580,02,11
"Castle Valley",71,19.0,9,9580,03,11
"Castle Valley",61,23.2,9,9580,04,11
"Castle Valley",46,19.5,9,9580,05,11
"Castle Valley",0,0.0,9,9580,06,11
"Castle Valley",16,2.1,9,9580,01,12
"Castle Valley",25,4.1,9,9580,02,12
"Castle Valley",38,6.9,9,9580,03,12
"Castle Valley",24,7.5,9,9580,04,12
"Castle Valley",0,0.0,9,9580,05,12
"Castle Valley",0,0.0,9,9580,06,12
"Castle Valley",22,4.4,9,9580,01,13
"Castle Valley",30,6.8,9,9580,02,13
"Castle Valley",35,9.4,9,9580,03,13
"Castle Valley",22,9.4,9,9580,04,13
"Castle Valley",0,0.0,9,9580,05,13
"Castle Valley",0,0.0,9,9580,06,13
"Castle Valley",22,4.7,9,9580,01,14
"Castle Valley",28,5.1,9,9580,02,14
"Castle Valley",29,6.5,9,9580,03,14
"Castle Valley",32,8.2,9,9580,04,14
"Castle Valley",0,0.0,9,9580,05,14
"Castle Valley",0,0.0,9,9580,06,14
"Castle Valley",20,2.6,9,9580,01,15
"Castle Valley",29,5.1,9,9580,02,15
"Castle Valley",44,7.5,9,9580,03,15
"Castle Valley",21,7.6,9,9580,04,15
"Castle Valley",0,0.0,9,9580,05,15
"Castle Valley",0,0.0,9,9580,06,15
"Castle Valley",29,7.0,9,9580,01,16
"Castle Valley",50,11.3,9,9580,02,16
"Castle Valley",36,12.4,9,9580,03,16
"Castle Valley",41,15.9,9,9580,04,16
"Castle Valley",16,5.5,9,9580,05,16
"Castle Valley",0,0.0,9,9580,06,16
