location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Farmington Canyon-lower",71,22.1,6,6950,02,00
"Farmington Canyon-lower",78,25.2,6,6950,03,00
"Farmington Canyon-lower",36,14.9,6,6950,04,00
"Farmington Canyon-lower",72,20.2,6,6950,02,01
"Farmington Canyon-lower",56,21.9,6,6950,03,01
"Farmington Canyon-lower",57,24.7,6,6950,04,01
"Farmington Canyon-lower",55,17.3,6,6950,02,02
"Farmington Canyon-lower",69,24.2,6,6950,03,02
"Farmington Canyon-lower",51,21.2,6,6950,04,02
"Farmington Canyon-lower",38,12.6,6,6950,02,03
"Farmington Canyon-lower",40,14.9,6,6950,03,03
"Farmington Canyon-lower",30,12.1,6,6950,04,03
"Farmington Canyon-lower",78,28.4,6,6950,02,04
"Farmington Canyon-lower",72,29.8,6,6950,03,04
"Farmington Canyon-lower",50,23.7,6,6950,04,04
"Farmington Canyon-lower",68,22.9,6,6950,02,05
"Farmington Canyon-lower",97,32.7,6,6950,03,05
"Farmington Canyon-lower",70,29.8,6,6950,04,05
"Farmington Canyon-lower",68,23.4,6,6950,02,06
"Farmington Canyon-lower",87,31.5,6,6950,03,06
"Farmington Canyon-lower",71,31.0,6,6950,04,06
