location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Lone Cone",,2.0,9,9600,01,00
"Lone Cone",,6.8,9,9600,02,00
"Lone Cone",,11.2,9,9600,03,00
"Lone Cone",,14.3,9,9600,04,00
"Lone Cone",,0.0,9,9600,05,00
"Lone Cone",,0.0,9,9600,06,00
"Lone Cone",,5.4,9,9600,01,01
"Lone Cone",,8.3,9,9600,02,01
"Lone Cone",,12.5,9,9600,03,01
"Lone Cone",,14.5,9,9600,04,01
"Lone Cone",,0.8,9,9600,05,01
"Lone Cone",,0.0,9,9600,06,01
"Lone Cone",,5.9,9,9600,01,02
"Lone Cone",,7.2,9,9600,02,02
"Lone Cone",,8.4,9,9600,03,02
"Lone Cone",,7.4,9,9600,04,02
"Lone Cone",,0.0,9,9600,05,02
"Lone Cone",,0.0,9,9600,06,02
"Lone Cone",,6.2,9,9600,01,03
"Lone Cone",,7.2,9,9600,02,03
"Lone Cone",,12.2,9,9600,03,03
"Lone Cone",,14.7,9,9600,04,03
"Lone Cone",,0.0,9,9600,05,03
"Lone Cone",,0.0,9,9600,06,03
"Lone Cone",33,6.9,9,9600,01,04
"Lone Cone",140,10.4,9,9600,02,04
"Lone Cone",140,15.1,9,9600,03,04
"Lone Cone",27,10.2,9,9600,04,04
"Lone Cone",12,3.9,9,9600,05,04
"Lone Cone",1,0.0,9,9600,06,04
"Lone Cone",29,6.9,9,9600,01,05
"Lone Cone",57,12.9,9,9600,02,05
"Lone Cone",61,16.8,9,9600,03,05
"Lone Cone",65,19.9,9,9600,04,05
"Lone Cone",21,7.6,9,9600,05,05
"Lone Cone",1,0.0,9,9600,06,05
"Lone Cone",22,4.1,9,9600,01,06
"Lone Cone",35,7.4,9,9600,02,06
"Lone Cone",30,8.5,9,9600,03,06
"Lone Cone",,13.0,9,9600,04,06
"Lone Cone",1,0.0,9,9600,05,06
"Lone Cone",0,0.0,9,9600,06,06
"Lone Cone",29,6.9,9,9600,01,07
"Lone Cone",48,9.3,9,9600,02,07
"Lone Cone",65,14.1,9,9600,03,07
"Lone Cone",38,13.2,9,9600,04,07
"Lone Cone",0,0.0,9,9600,05,07
"Lone Cone",0,0.0,9,9600,06,07
"Lone Cone",31,7.2,9,9600,01,08
"Lone Cone",61,14.9,9,9600,02,08
"Lone Cone",67,20.5,9,9600,03,08
"Lone Cone",51,20.7,9,9600,04,08
"Lone Cone",8,4.2,9,9600,05,08
"Lone Cone",0,0.0,9,9600,06,08
"Lone Cone",39,9.6,9,9600,01,09
"Lone Cone",45,12.4,9,9600,02,09
"Lone Cone",51,16.6,9,9600,03,09
"Lone Cone",40,17.0,9,9600,04,09
"Lone Cone",1,0.0,9,9600,05,09
"Lone Cone",0,0.0,9,9600,06,09
"Lone Cone",38,7.9,9,9600,01,10
"Lone Cone",44,11.1,9,9600,02,10
"Lone Cone",59,14.9,9,9600,03,10
"Lone Cone",55,18.8,9,9600,04,10
"Lone Cone",18,5.3,9,9600,05,10
"Lone Cone",0,0.0,9,9600,06,10
"Lone Cone",43,7.9,9,9600,01,11
"Lone Cone",44,9.9,9,9600,02,11
"Lone Cone",45,12.5,9,9600,03,11
"Lone Cone",37,13.4,9,9600,04,11
"Lone Cone",18,7.2,9,9600,05,11
"Lone Cone",0,0.0,9,9600,06,11
"Lone Cone",25,5.2,9,9600,01,12
"Lone Cone",38,8.4,9,9600,02,12
"Lone Cone",57,12.9,9,9600,03,12
"Lone Cone",22,7.5,9,9600,04,12
"Lone Cone",0,0.0,9,9600,05,12
"Lone Cone",0,0.0,9,9600,06,12
"Lone Cone",30,5.4,9,9600,01,13
"Lone Cone",47,9.6,9,9600,02,13
"Lone Cone",48,11.7,9,9600,03,13
"Lone Cone",34,11.2,9,9600,04,13
"Lone Cone",0,0.0,9,9600,05,13
"Lone Cone",0,0.0,9,9600,06,13
"Lone Cone",26,6.5,9,9600,01,14
"Lone Cone",39,8.3,9,9600,02,14
"Lone Cone",47,11.9,9,9600,03,14
"Lone Cone",38,13.1,9,9600,04,14
"Lone Cone",7,2.4,9,9600,05,14
"Lone Cone",0,0.0,9,9600,06,14
"Lone Cone",28,6.0,9,9600,01,15
"Lone Cone",31,7.3,9,9600,02,15
"Lone Cone",51,10.6,9,9600,03,15
"Lone Cone",21,6.8,9,9600,04,15
"Lone Cone",0,0.0,9,9600,05,15
"Lone Cone",0,0.0,9,9600,06,15
"Lone Cone",47,9.9,9,9600,01,16
"Lone Cone",55,13.3,9,9600,02,16
"Lone Cone",44,14.3,9,9600,03,16
"Lone Cone",40,15.1,9,9600,04,16
"Lone Cone",15,6.3,9,9600,05,16
"Lone Cone",0,0.0,9,9600,06,16
