location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Upper Rio Grande",,0.0,9,9400,01,00
"Upper Rio Grande",,0.0,9,9400,02,00
"Upper Rio Grande",,2.1,9,9400,03,00
"Upper Rio Grande",,5.2,9,9400,04,00
"Upper Rio Grande",,0.0,9,9400,05,00
"Upper Rio Grande",,0.0,9,9400,06,00
"Upper Rio Grande",,2.2,9,9400,01,01
"Upper Rio Grande",,5.7,9,9400,02,01
"Upper Rio Grande",,8.1,9,9400,03,01
"Upper Rio Grande",,9.0,9,9400,04,01
"Upper Rio Grande",,1.8,9,9400,05,01
"Upper Rio Grande",,0.0,9,9400,06,01
"Upper Rio Grande",,0.7,9,9400,01,02
"Upper Rio Grande",,1.8,9,9400,02,02
"Upper Rio Grande",,2.2,9,9400,03,02
"Upper Rio Grande",,0.0,9,9400,04,02
"Upper Rio Grande",,0.0,9,9400,05,02
"Upper Rio Grande",,0.0,9,9400,06,02
"Upper Rio Grande",,0.4,9,9400,01,03
"Upper Rio Grande",,1.1,9,9400,02,03
"Upper Rio Grande",,2.3,9,9400,03,03
"Upper Rio Grande",,0.0,9,9400,04,03
"Upper Rio Grande",,0.0,9,9400,05,03
"Upper Rio Grande",,0.0,9,9400,06,03
"Upper Rio Grande",13,2.7,9,9400,01,04
"Upper Rio Grande",18,3.9,9,9400,02,04
"Upper Rio Grande",30,5.9,9,9400,03,04
"Upper Rio Grande",,0.2,9,9400,04,04
"Upper Rio Grande",0,0.0,9,9400,05,04
"Upper Rio Grande",0,0.0,9,9400,06,04
"Upper Rio Grande",21,5.7,9,9400,01,05
"Upper Rio Grande",36,8.8,9,9400,02,05
"Upper Rio Grande",37,7.8,9,9400,03,05
"Upper Rio Grande",33,8.8,9,9400,04,05
"Upper Rio Grande",8,3.2,9,9400,05,05
"Upper Rio Grande",0,0.0,9,9400,06,05
"Upper Rio Grande",217,2.0,9,9400,01,06
"Upper Rio Grande",14,2.8,9,9400,02,06
"Upper Rio Grande",8,3.7,9,9400,03,06
"Upper Rio Grande",13,4.5,9,9400,04,06
"Upper Rio Grande",0,0.0,9,9400,05,06
"Upper Rio Grande",0,0.0,9,9400,06,06
"Upper Rio Grande",17,4.1,9,9400,01,07
"Upper Rio Grande",23,5.6,9,9400,02,07
"Upper Rio Grande",27,6.1,9,9400,03,07
"Upper Rio Grande",4,3.8,9,9400,04,07
"Upper Rio Grande",,0.0,9,9400,05,07
"Upper Rio Grande",,0.0,9,9400,06,07
"Upper Rio Grande",25,6.0,9,9400,01,08
"Upper Rio Grande",42,8.4,9,9400,02,08
"Upper Rio Grande",42,10.8,9,9400,03,08
"Upper Rio Grande",32,10.3,9,9400,04,08
"Upper Rio Grande",,0.0,9,9400,05,08
"Upper Rio Grande",,0.0,9,9400,06,08
"Upper Rio Grande",20,4.0,9,9400,01,09
"Upper Rio Grande",20,4.2,9,9400,02,09
"Upper Rio Grande",20,5.5,9,9400,03,09
"Upper Rio Grande",10,4.6,9,9400,04,09
"Upper Rio Grande",0,0.0,9,9400,05,09
"Upper Rio Grande",,0.0,9,9400,06,09
"Upper Rio Grande",13,2.3,9,9400,01,10
"Upper Rio Grande",30,5.5,9,9400,02,10
"Upper Rio Grande",29,6.8,9,9400,03,10
"Upper Rio Grande",27,9.7,9,9400,04,10
"Upper Rio Grande",0,0.0,9,9400,05,10
"Upper Rio Grande",0,0.0,9,9400,06,10
"Upper Rio Grande",24,3.3,9,9400,01,11
"Upper Rio Grande",19,2.7,9,9400,02,11
"Upper Rio Grande",28,4.8,9,9400,03,11
"Upper Rio Grande",8,3.3,9,9400,04,11
"Upper Rio Grande",0,0.0,9,9400,05,11
"Upper Rio Grande",0,0.0,9,9400,06,11
"Upper Rio Grande",16,2.6,9,9400,01,12
"Upper Rio Grande",20,3.1,9,9400,02,12
"Upper Rio Grande",36,5.8,9,9400,03,12
"Upper Rio Grande",4,0.5,9,9400,04,12
"Upper Rio Grande",0,0.0,9,9400,05,12
"Upper Rio Grande",0,0.0,9,9400,06,12
"Upper Rio Grande",7,0.8,9,9400,01,13
"Upper Rio Grande",19,3.2,9,9400,02,13
"Upper Rio Grande",19,3.9,9,9400,03,13
"Upper Rio Grande",8,3.6,9,9400,04,13
"Upper Rio Grande",0,0.0,9,9400,05,13
"Upper Rio Grande",0,0.0,9,9400,06,13
"Upper Rio Grande",21,4.3,9,9400,01,14
"Upper Rio Grande",30,5.2,9,9400,02,14
"Upper Rio Grande",24,7.7,9,9400,03,14
"Upper Rio Grande",18,6.6,9,9400,04,14
"Upper Rio Grande",0,0.0,9,9400,05,14
"Upper Rio Grande",0,0.0,9,9400,06,14
"Upper Rio Grande",15,2.6,9,9400,01,15
"Upper Rio Grande",15,3.5,9,9400,02,15
"Upper Rio Grande",24,5.4,9,9400,03,15
"Upper Rio Grande",3,2.0,9,9400,04,15
"Upper Rio Grande",0,0.0,9,9400,05,15
"Upper Rio Grande",0,0.0,9,9400,06,15
"Upper Rio Grande",27,5.2,9,9400,01,16
"Upper Rio Grande",33,6.4,9,9400,02,16
"Upper Rio Grande",28,6.9,9,9400,03,16
"Upper Rio Grande",20,6.7,9,9400,04,16
"Upper Rio Grande",0,0.0,9,9400,05,16
"Upper Rio Grande",0,0.0,9,9400,06,16
