date,snow_depth,water,water_adjusted,site
4/2000,50.9,22.5,22.5,FEM
2/2001,59.9,18.2,18.2,FEM
3/2001,58.7,15.9,15.9,FEM
4/2001,34.6,13.7,13.8,FEM
5/2001,14.7,6.6,6.6,FEM
2/2002,58.6,20.4,20.4,FEM
3/2002,54.8,23.4,23.4,FEM
4/2002,40.2,17.5,17.5,FEM
2/2003,41.1,17.0,17.0,FEM
3/2003,42.0,17.6,17.7,FEM
4/2003,41.1,18.3,19.6,FEM
5/2003,49.7,20.4,20.4,FEM
6/2003,0.0,0.0,--,FEM
2/2004,54.2,18.8,19.9,FEM
3/2004,75.6,27.9,30.3,FEM
4/2004,61.3,28.3,28.3,FEM
5/2004,23.0,11.6,11.6,FEM
2/2005,46.2,15.5,15.5,FEM
3/2005,49.3,18.6,19.2,FEM
4/2005,54.0,22.0,22.0,FEM
5/2005,35.0,16.0,16.3,FEM
2/2006,33.4,9.6,11.1,FEM
3/2006,36.6,12.3,17.1,FEM
4/2006,63.7,24.9,25.8,FEM
5/2006,66.5,31.2,31.2,FEM
2/2007,16.1,5.7,5.7,FEM
3/2007,48.0,12.5,13.2,FEM
4/2007,20.5,8.6,8.6,FEM
5/2007,6.3,2.2,2.2,FEM
2/2008,87.9,24.5,22.4,FEM
3/2008,76.5,29.8,27.8,FEM
4/2008,56.3,24.6,24.8,FEM
5/2008,19.0,8.9,8.9,FEM
2/2009,23.5,8.2,--,FEM
3/2009,41.8,13.7,--,FEM
4/2009,38.6,15.8,--,FEM
5/2009,4.0,1.9,--,FEM
2/2010,79.1,21.1,--,FEM
3/2010,73.1,25.7,--,FEM
4/2010,71.7,30.0,--,FEM
5/2010,59.5,27.8,--,FEM
2/2011,41.1,15.7,--,FEM
3/2011,69.7,22.7,--,FEM
4/2011,111.8,37.9,--,FEM
5/2011,57.8,28.4,--,FEM
2/2012,15.0,5.5,--,FEM
3/2012,13.6,5.8,--,FEM
4/2012,29.2,10.8,--,FEM
5/2012,3.1,1.6,--,FEM
2/2013,33.0,10.4,--,FEM
3/2013,33.1,10.8,--,FEM
4/2013,17.6,8.1,--,FEM
5/2013,0.0,0.0,--,FEM
2/2014,1.0,0.5,--,FEM
3/2014,0.5,0.5,--,FEM
4/2014,8.5,3.0,--,FEM
5/2014,0.0,0.0,--,FEM
2/2015,8.0,3.0,--,FEM
3/2015,2.0,1.0,--,FEM
4/2015,0.0,0.0,--,FEM
5/2015,0.0,0.0,--,FEM
2/2016,49.0,18.5,--,FEM
3/2016,51.0,20.5,--,FEM
4/2016,50.0,22.0,--,FEM
5/2016,9.5,5.0,--,FEM
2/2000,9.2,2.1,2.1,FLC
3/2000,36.0,8.7,8.7,FLC
5/2000,0.0,0.0,--,FLC
2/2001,16.6,3.0,3.0,FLC
4/2001,13.6,5.5,5.5,FLC
2/2002,26.7,7.1,7.1,FLC
3/2002,18.9,7.4,7.4,FLC
4/2002,48.1,19.0,19.0,FLC
2/2003,18.8,5.9,5.9,FLC
3/2003,20.3,7.2,7.4,FLC
4/2003,0.0,0.0,--,FLC
3/2004,39.4,8.8,8.5,FLC
4/2004,0.0,0.0,--,FLC
2/2005,43.8,13.7,13.7,FLC
3/2005,49.0,16.7,16.7,FLC
4/2005,41.9,15.3,15.4,FLC
2/2006,21.1,5.1,5.1,FLC
3/2006,16.8,6.6,6.5,FLC
4/2006,35.0,10.9,8.6,FLC
2/2007,13.0,2.8,2.8,FLC
3/2007,25.7,5.8,5.7,FLC
4/2007,0.0,0.0,--,FLC
2/2008,43.8,9.3,8.5,FLC
3/2008,43.8,11.7,11.8,FLC
4/2008,19.7,7.6,7.7,FLC
2/2009,11.5,2.8,--,FLC
3/2009,19.4,6.4,--,FLC
4/2009,9.0,3.4,--,FLC
2/2010,43.2,10.2,--,FLC
3/2010,35.2,11.7,--,FLC
4/2010,33.3,12.7,--,FLC
2/2011,29.0,9.7,--,FLC
3/2011,40.9,11.3,--,FLC
4/2011,47.0,15.4,--,FLC
2/2012,10.3,1.8,--,FLC
3/2012,0.0,0.0,--,FLC
4/2012,9.4,2.0,--,FLC
2/2013,11.9,3.6,--,FLC
3/2013,7.6,2.9,--,FLC
4/2013,0.0,0.0,--,FLC
2/2014,0.0,0.0,--,FLC
3/2014,0.0,0.0,--,FLC
4/2014,5.0,1.0,--,FLC
2/2015,0.0,0.0,--,FLC
3/2015,1.0,0.5,--,FLC
4/2015,0.0,0.0,--,FLC
2/2016,22.0,6.0,--,FLC
3/2016,19.0,8.5,--,FLC
4/2016,0.0,0.0,--,FLC
2/2000,58.1,19.0,19.7,FNF
3/2000,107.2,38.9,41.7,FNF
4/2000,98.6,49.5,49.5,FNF
5/2000,45.8,24.4,--,FNF
2/2001,60.9,16.3,16.3,FNF
3/2001,100.0,30.3,30.3,FNF
4/2001,71.4,33.0,33.0,FNF
3/2002,90.6,42.1,42.1,FNF
4/2002,122.1,53.3,53.3,FNF
5/2002,81.0,38.5,38.5,FNF
2/2003,66.6,29.2,29.2,FNF
3/2003,73.1,31.1,31.3,FNF
4/2003,69.8,35.1,35.1,FNF
5/2003,108.0,48.0,48.0,FNF
2/2004,93.8,33.9,34.3,FNF
3/2004,126.4,51.2,50.5,FNF
4/2004,83.9,43.8,43.8,FNF
5/2004,61.0,33.6,33.6,FNF
2/2005,97.8,38.6,41.0,FNF
3/2005,106.7,44.3,45.2,FNF
4/2005,139.6,58.7,58.7,FNF
5/2005,61.1,30.9,30.9,FNF
6/2005,65.2,37.3,--,FNF
2/2006,54.8,18.8,19.8,FNF
3/2006,58.8,24.1,31.1,FNF
4/2006,116.8,44.8,46.4,FNF
5/2006,131.0,60.1,60.1,FNF
6/2006,37.2,21.3,--,FNF
2/2007,31.1,10.6,10.6,FNF
3/2007,95.4,30.2,30.2,FNF
4/2007,59.9,25.0,25.0,FNF
5/2007,57.0,23.9,23.9,FNF
2/2008,105.8,36.7,29.8,FNF
3/2008,125.9,45.2,42.2,FNF
4/2008,89.4,42.1,42.1,FNF
5/2008,58.6,32.3,32.3,FNF
2/2009,44.4,16.6,--,FNF
3/2009,84.0,31.3,--,FNF
4/2009,93.9,45.7,--,FNF
5/2009,67.1,33.7,--,FNF
2/2010,93.3,29.7,--,FNF
3/2010,100.6,36.2,--,FNF
4/2010,103.3,44.3,--,FNF
5/2010,107.3,54.5,--,FNF
2/2011,81.8,32.2,--,FNF
3/2011,143.1,54.5,--,FNF
4/2011,195.4,74.9,--,FNF
5/2011,155.0,74.0,--,FNF
2/2012,30.6,10.2,--,FNF
3/2012,24.9,9.9,--,FNF
4/2012,66.4,27.2,--,FNF
5/2012,58.6,26.5,--,FNF
2/2013,57.8,21.9,--,FNF
3/2013,58.3,23.5,--,FNF
4/2013,53.6,24.0,--,FNF
5/2013,18.7,9.5,--,FNF
2/2014,9.5,3.0,--,FNF
3/2014,17.0,6.5,--,FNF
4/2014,30.0,9.5,--,FNF
5/2014,15.0,7.5,--,FNF
2/2015,15.0,5.5,--,FNF
3/2015,8.5,4.5,--,FNF
4/2015,4.5,2.0,--,FNF
5/2015,0.0,0.0,--,FNF
2/2016,82.0,26.0,--,FNF
3/2016,70.0,29.5,--,FNF
4/2016,86.0,39.5,--,FNF
5/2016,57.0,26.0,--,FNF
2/2000,46.9,14.5,14.9,FNP
3/2000,109.2,36.2,36.2,FNP
4/2000,66.7,31.3,31.3,FNP
5/2000,25.6,13.0,13.0,FNP
2/2001,41.6,12.9,12.9,FNP
3/2001,79.0,24.0,24.0,FNP
4/2001,46.4,20.7,20.7,FNP
2/2002,74.6,25.5,25.5,FNP
3/2002,63.7,28.3,28.3,FNP
4/2002,80.0,34.2,34.2,FNP
5/2002,37.0,17.5,17.5,FNP
2/2003,45.2,18.2,18.2,FNP
3/2003,47.8,20.6,20.7,FNP
4/2003,35.4,17.7,17.7,FNP
5/2003,63.4,30.1,28.7,FNP
2/2004,69.0,24.5,24.8,FNP
3/2004,114.6,38.6,38.6,FNP
4/2004,58.6,28.9,28.9,FNP
5/2004,27.6,18.5,18.5,FNP
2/2005,77.2,28.0,28.5,FNP
3/2005,77.5,32.0,32.6,FNP
4/2005,96.7,42.0,42.0,FNP
5/2005,75.2,37.8,38.2,FNP
6/2005,22.0,12.2,--,FNP
2/2006,49.2,15.1,15.1,FNP
3/2006,36.8,14.4,18.6,FNP
4/2006,82.0,31.6,33.2,FNP
5/2006,88.0,40.8,40.8,FNP
6/2006,11.6,6.1,--,FNP
2/2007,22.1,7.5,7.5,FNP
3/2007,72.9,20.3,20.3,FNP
4/2007,32.6,13.6,13.6,FNP
5/2007,15.2,7.1,7.1,FNP
2/2008,94.7,33.4,--,FNP
3/2008,79.0,31.3,36.9,FNP
4/2008,72.1,32.3,34.1,FNP
5/2008,34.6,17.3,17.3,FNP
2/2009,34.0,11.2,--,FNP
3/2009,66.4,22.1,--,FNP
4/2009,68.4,27.6,--,FNP
5/2009,31.0,14.1,--,FNP
2/2010,77.9,23.1,--,FNP
3/2010,82.8,28.8,--,FNP
4/2010,77.2,30.7,--,FNP
5/2010,74.5,33.8,--,FNP
6/2010,45.8,21.4,--,FNP
2/2011,57.5,24.4,--,FNP
3/2011,95.8,33.1,--,FNP
4/2011,156.2,62.9,--,FNP
5/2011,123.0,57.1,--,FNP
6/2011,75.4,37.5,--,FNP
2/2012,13.2,4.2,--,FNP
3/2012,37.1,10.3,--,FNP
4/2012,60.2,23.3,--,FNP
5/2012,31.1,15.0,--,FNP
2/2013,35.2,14.1,--,FNP
3/2013,30.8,12.9,--,FNP
4/2013,23.1,9.6,--,FNP
5/2013,0.0,0.0,--,FNP
2/2014,3.5,0.5,--,FNP
3/2014,5.0,2.0,--,FNP
4/2014,39.5,9.5,--,FNP
5/2014,2.5,1.0,--,FNP
2/2015,8.5,3.5,--,FNP
3/2015,1.5,0.5,--,FNP
4/2015,0.0,0.0,--,FNP
5/2015,0.5,0.0,--,FNP
2/2016,66.5,25.0,--,FNP
3/2016,56.5,25.0,--,FNP
4/2016,53.0,26.5,--,FNP
5/2016,18.0,9.0,--,FNP
2/2000,42.6,12.8,13.4,FOD
3/2000,92.6,30.2,32.7,FOD
4/2000,81.0,37.4,37.4,FOD
2/2001,53.8,15.3,15.3,FOD
3/2001,88.6,26.8,26.8,FOD
4/2001,61.6,29.0,29.0,FOD
1/2002,61.0,25.8,--,FOD
2/2002,81.0,29.0,29.0,FOD
3/2002,79.4,32.9,32.9,FOD
4/2002,102.4,40.1,40.1,FOD
5/2002,65.9,32.1,32.1,FOD
2/2003,43.4,19.1,19.1,FOD
3/2003,51.4,23.8,23.9,FOD
4/2003,45.6,23.8,23.8,FOD
5/2003,69.6,31.8,31.8,FOD
2/2004,77.8,27.1,27.5,FOD
3/2004,111.4,43.3,42.7,FOD
4/2004,70.6,35.6,35.6,FOD
5/2004,44.4,25.0,25.0,FOD
2/2005,82.7,32.8,32.8,FOD
3/2005,82.8,35.8,36.6,FOD
4/2005,107.4,45.8,45.8,FOD
5/2005,82.5,44.0,44.6,FOD
3/2006,42.8,16.9,23.2,FOD
2/2007,18.5,7.2,7.2,FOD
3/2007,75.5,20.3,20.3,FOD
4/2007,41.6,16.4,16.4,FOD
5/2007,31.4,12.0,12.0,FOD
2/2008,92.9,30.7,24.5,FOD
3/2008,95.8,37.6,37.6,FOD
4/2008,70.8,34.3,34.3,FOD
5/2008,33.1,18.3,18.3,FOD
2/2009,37.5,13.9,--,FOD
3/2009,71.4,25.3,--,FOD
4/2009,76.6,34.2,--,FOD
5/2009,50.1,23.0,--,FOD
2/2010,83.3,27.2,--,FOD
3/2010,96.3,35.0,--,FOD
4/2010,94.6,38.5,--,FOD
5/2010,94.9,46.5,--,FOD
2/2011,66.9,27.1,--,FOD
3/2011,124.0,43.3,--,FOD
4/2011,163.9,62.2,--,FOD
5/2011,123.0,56.7,--,FOD
2/2012,21.7,4.9,--,FOD
3/2012,13.9,5.7,--,FOD
4/2012,46.3,19.3,--,FOD
5/2012,37.2,16.6,--,FOD
2/2013,46.7,18.7,--,FOD
3/2013,46.6,19.2,--,FOD
4/2013,33.0,16.9,--,FOD
5/2013,0.0,0.0,--,FOD
2/2014,0.0,0.0,--,FOD
3/2014,1.5,1.0,--,FOD
4/2014,9.5,1.5,--,FOD
5/2014,0.0,0.0,--,FOD
2/2015,11.0,4.5,--,FOD
3/2015,0.0,0.0,--,FOD
4/2015,0.0,0.0,--,FOD
5/2015,0.0,0.0,--,FOD
2/2016,70.5,24.0,--,FOD
3/2016,66.5,27.5,--,FOD
4/2016,72.5,33.0,--,FOD
5/2016,0.0,0.0,--,FOD
4/2000,3.2,1.5,1.5,FP3
4/2001,0.0,0.0,--,FP3
3/2003,66.1,28.5,--,FP3
4/2003,0.0,0.0,--,FP3
4/2004,0.0,0.0,--,FP3
4/2005,5.5,1.2,--,FP3
4/2006,21.5,7.6,--,FP3
4/2007,0.0,0.0,--,FP3
4/2008,6.2,2.5,--,FP3
4/2009,0.0,0.0,--,FP3
4/2010,6.4,1.6,--,FP3
4/2011,29.2,10.9,--,FP3
4/2012,3.8,1.3,--,FP3
4/2013,0.0,0.0,--,FP3
4/2014,12.5,2.5,--,FP3
4/2015,0.0,0.0,--,FP3
4/2016,0.0,0.0,--,FP3
2/2000,53.0,12.2,12.2,FRW
4/2000,83.9,33.9,33.9,FRW
5/2000,52.8,26.8,26.8,FRW
2/2001,40.7,9.4,9.4,FRW
3/2001,68.8,19.2,19.2,FRW
4/2001,50.4,21.9,21.9,FRW
5/2001,54.5,25.4,25.4,FRW
2/2002,61.4,24.0,25.5,FRW
3/2002,20.7,8.9,8.9,FRW
4/2002,23.6,11.1,11.1,FRW
5/2002,42.4,20.7,21.4,FRW
2/2003,42.3,18.2,18.2,FRW
3/2003,58.4,19.7,20.5,FRW
4/2003,66.1,27.7,27.7,FRW
5/2003,64.5,26.9,26.9,FRW
2/2004,29.0,9.4,9.4,FRW
3/2004,100.5,31.2,30.0,FRW
4/2004,4.5,1.9,1.9,FRW
5/2004,28.3,14.8,14.8,FRW
2/2005,119.9,38.5,38.5,FRW
3/2005,107.0,39.0,39.9,FRW
4/2005,141.0,50.0,50.0,FRW
2/2006,84.0,33.3,33.7,FRW
3/2006,83.0,31.9,35.2,FRW
4/2006,121.6,49.7,54.9,FRW
5/2006,118.5,60.9,60.9,FRW
2/2007,31.2,6.4,6.4,FRW
3/2007,36.8,10.2,10.2,FRW
4/2007,43.9,16.3,16.3,FRW
5/2007,36.0,14.5,14.5,FRW
4/2008,89.2,44.3,45.1,FRW
5/2008,63.7,33.5,--,FRW
2/2009,49.5,17.0,--,FRW
3/2009,82.1,27.4,--,FRW
4/2009,72.0,30.0,--,FRW
5/2009,52.0,25.5,--,FRW
4/2010,96.4,41.4,--,FRW
5/2010,95.9,46.1,--,FRW
2/2011,103.0,36.6,--,FRW
4/2011,144.0,64.0,--,FRW
5/2011,128.0,66.0,--,FRW
5/2012,39.0,16.6,--,FRW
5/2013,5.0,2.2,--,FRW
5/2014,5.5,2.5,--,FRW
5/2015,0.0,0.0,--,FRW
5/2016,54.5,26.0,--,FRW
2/2000,46.0,13.0,12.4,GBN
4/2000,67.0,35.0,35.0,GBN
5/2000,24.0,13.0,13.0,GBN
4/2001,69.9,32.3,32.3,GBN
2/2002,69.8,24.5,24.5,GBN
3/2002,59.7,24.2,24.2,GBN
4/2002,65.1,27.8,27.8,GBN
5/2002,15.1,6.8,6.8,GBN
1/2003,66.8,21.8,--,GBN
2/2003,45.9,20.5,20.5,GBN
3/2003,48.9,21.0,21.0,GBN
4/2003,3.0,1.6,1.5,GBN
5/2003,42.4,14.0,14.0,GBN
1/2004,62.0,17.3,--,GBN
2/2004,77.0,26.3,26.6,GBN
3/2004,116.4,26.5,26.2,GBN
4/2004,73.8,25.4,25.4,GBN
5/2004,17.3,8.1,8.1,GBN
1/2005,83.8,18.5,--,GBN
2/2005,81.1,31.9,31.9,GBN
3/2005,79.9,30.1,30.1,GBN
4/2005,90.1,33.9,33.9,GBN
5/2005,58.5,26.9,26.9,GBN
2/2006,35.4,9.5,9.5,GBN
3/2006,10.8,1.6,1.6,GBN
4/2006,54.5,19.3,20.2,GBN
5/2006,62.0,28.1,28.1,GBN
1/2007,21.2,6.1,--,GBN
2/2007,15.6,6.9,6.9,GBN
3/2007,55.0,6.0,6.6,GBN
4/2007,12.2,4.6,4.6,GBN
5/2007,0.0,0.0,--,GBN
4/2008,80.8,28.8,28.8,GBN
5/2008,35.6,15.7,15.7,GBN
1/2009,41.2,12.1,--,GBN
2/2009,35.4,10.7,--,GBN
3/2009,68.7,17.2,--,GBN
4/2009,52.5,18.8,--,GBN
5/2009,11.2,4.5,--,GBN
2/2010,82.9,24.5,--,GBN
3/2010,89.0,30.8,--,GBN
4/2010,92.6,26.2,--,GBN
5/2010,92.7,34.6,--,GBN
4/2011,159.5,54.8,--,GBN
5/2011,92.0,39.3,--,GBN
2/2012,22.1,8.9,--,GBN
3/2012,47.9,12.9,--,GBN
4/2012,56.2,21.7,--,GBN
5/2012,13.6,6.6,--,GBN
2/2013,35.1,13.8,--,GBN
3/2013,32.5,13.1,--,GBN
4/2013,12.8,6.4,--,GBN
5/2013,0.0,0.0,--,GBN
2/2014,1.0,0.5,--,GBN
3/2014,8.0,4.0,--,GBN
4/2014,12.0,5.0,--,GBN
5/2014,0.0,0.0,--,GBN
2/2015,10.5,5.0,--,GBN
3/2015,0.0,0.0,--,GBN
4/2015,0.0,0.0,--,GBN
5/2015,0.0,0.0,--,GBN
1/2016,39.5,14.0,--,GBN
2/2016,63.5,27.0,--,GBN
3/2016,50.5,23.5,--,GBN
4/2016,43.0,20.0,--,GBN
5/2016,8.0,4.0,--,GBN
2/2000,64.2,15.4,16.6,GEM
3/2000,97.3,34.9,34.6,GEM
4/2000,85.4,35.3,35.3,GEM
2/2001,39.3,10.0,10.0,GEM
3/2001,77.8,20.8,20.8,GEM
4/2001,68.0,26.3,26.3,GEM
3/2002,67.1,27.2,27.2,GEM
4/2002,43.4,14.6,14.6,GEM
5/2002,21.3,10.2,10.2,GEM
3/2003,70.4,24.9,25.0,GEM
4/2003,68.9,26.0,26.1,GEM
5/2003,57.0,25.8,25.8,GEM
3/2004,100.0,33.4,33.4,GEM
4/2004,61.7,28.9,28.9,GEM
2/2005,104.6,39.5,43.3,GEM
3/2005,92.3,31.9,33.2,GEM
4/2005,98.7,38.0,37.0,GEM
3/2006,108.7,39.4,37.5,GEM
4/2006,116.5,44.6,46.5,GEM
4/2007,37.5,14.5,14.5,GEM
4/2008,75.4,36.6,36.9,GEM
3/2009,80.0,26.0,--,GEM
4/2009,90.0,34.5,--,GEM
2/2010,75.1,24.1,--,GEM
3/2010,89.0,32.0,--,GEM
4/2010,103.3,40.8,--,GEM
2/2011,70.3,28.6,--,GEM
3/2011,100.5,45.4,--,GEM
4/2011,137.8,58.8,--,GEM
2/2012,20.3,5.4,--,GEM
3/2012,30.4,7.9,--,GEM
4/2012,42.9,14.6,--,GEM
2/2013,58.5,23.3,--,GEM
3/2013,57.3,23.5,--,GEM
4/2013,58.2,23.9,--,GEM
2/2014,9.0,2.0,--,GEM
3/2014,23.5,7.0,--,GEM
4/2014,54.5,17.0,--,GEM
2/2015,19.5,5.5,--,GEM
3/2015,31.0,10.5,--,GEM
4/2015,19.5,8.5,--,GEM
2/2016,50.5,15.5,--,GEM
3/2016,59.0,20.0,--,GEM
4/2016,65.5,25.5,--,GEM
2/2000,23.0,7.5,8.7,GFL
3/2000,96.0,30.0,31.3,GFL
4/2000,64.1,37.7,37.7,GFL
5/2000,29.9,15.8,15.8,GFL
2/2001,56.5,16.2,16.2,GFL
3/2001,87.2,31.4,31.3,GFL
4/2001,62.7,28.8,28.8,GFL
5/2001,62.6,28.7,28.7,GFL
2/2002,50.5,20.0,21.1,GFL
3/2002,59.5,24.7,24.7,GFL
4/2002,72.3,33.0,33.0,GFL
5/2002,30.0,12.5,12.5,GFL
2/2003,46.9,17.6,17.6,GFL
3/2003,46.9,21.5,21.5,GFL
4/2003,37.7,19.1,19.1,GFL
5/2003,59.8,27.0,27.5,GFL
2/2004,69.2,26.7,27.2,GFL
3/2004,109.0,32.9,33.1,GFL
4/2004,60.1,26.5,26.5,GFL
5/2004,16.0,8.2,8.2,GFL
2/2005,97.3,43.0,43.0,GFL
3/2005,116.0,44.0,44.0,GFL
4/2005,129.5,64.4,64.4,GFL
5/2005,98.6,56.8,56.7,GFL
2/2006,50.7,18.9,20.0,GFL
3/2006,47.0,15.4,20.1,GFL
4/2006,91.9,36.2,39.2,GFL
5/2006,89.0,45.0,45.0,GFL
2/2007,22.4,8.0,8.0,GFL
3/2007,61.7,18.4,18.4,GFL
4/2007,28.7,11.4,11.4,GFL
5/2007,0.0,0.0,--,GFL
2/2008,84.0,30.0,30.4,GFL
3/2008,91.1,40.8,41.0,GFL
4/2008,64.3,33.8,33.9,GFL
5/2008,34.7,18.2,18.0,GFL
2/2009,30.9,14.6,--,GFL
3/2009,69.0,24.0,--,GFL
4/2009,59.0,30.0,--,GFL
5/2009,36.0,19.0,--,GFL
2/2010,82.0,32.0,--,GFL
3/2010,99.0,34.8,--,GFL
4/2010,89.0,43.0,--,GFL
5/2010,95.0,31.0,--,GFL
2/2011,67.4,30.4,--,GFL
3/2011,112.9,38.1,--,GFL
4/2011,144.3,65.1,--,GFL
5/2011,99.6,51.7,--,GFL
2/2012,17.3,5.2,--,GFL
3/2012,18.1,6.4,--,GFL
4/2012,43.7,16.4,--,GFL
5/2012,13.4,5.6,--,GFL
2/2013,35.0,14.6,--,GFL
3/2013,43.0,16.0,--,GFL
4/2013,25.0,9.7,--,GFL
5/2013,0.0,0.0,--,GFL
2/2014,14.0,2.0,--,GFL
3/2014,16.0,7.0,--,GFL
4/2014,6.0,2.5,--,GFL
5/2014,0.0,0.0,--,GFL
2/2015,11.5,3.5,--,GFL
3/2015,10.0,2.5,--,GFL
4/2015,0.0,0.0,--,GFL
5/2015,0.0,0.0,--,GFL
2/2016,77.0,24.0,--,GFL
3/2016,62.0,23.0,--,GFL
4/2016,61.5,23.5,--,GFL
5/2016,22.0,9.0,--,GFL
2/2000,7.6,2.2,2.2,GFR
3/2000,82.3,28.7,28.7,GFR
4/2000,31.0,12.1,12.1,GFR
5/2000,0.0,0.0,--,GFR
2/2001,36.3,8.4,8.4,GFR
3/2001,63.4,19.9,19.9,GFR
4/2001,35.4,13.1,13.1,GFR
5/2001,28.0,13.1,13.1,GFR
2/2002,40.0,16.4,17.1,GFR
3/2002,34.5,12.6,12.6,GFR
4/2002,34.7,14.3,14.3,GFR
5/2002,0.0,0.0,0.1,GFR
2/2003,53.7,30.6,30.5,GFR
3/2003,21.5,7.8,8.5,GFR
4/2003,8.3,3.8,3.8,GFR
5/2003,1.9,0.7,0.7,GFR
2/2004,25.9,8.5,8.6,GFR
3/2004,72.7,22.4,21.8,GFR
4/2004,5.3,2.2,2.2,GFR
5/2004,0.0,0.0,--,GFR
2/2005,55.4,22.7,22.7,GFR
3/2005,51.9,24.8,25.3,GFR
4/2005,60.0,28.0,28.6,GFR
5/2005,23.0,9.0,9.0,GFR
2/2006,18.0,4.5,4.5,GFR
3/2006,14.6,5.3,6.9,GFR
4/2006,42.4,14.4,14.4,GFR
5/2006,28.8,12.0,12.0,GFR
2/2007,23.0,6.0,6.0,GFR
3/2007,31.5,9.8,11.5,GFR
4/2007,14.1,4.4,4.4,GFR
5/2007,0.0,0.0,--,GFR
2/2008,38.6,9.9,11.6,GFR
3/2008,84.8,29.6,23.9,GFR
4/2008,44.6,19.0,19.4,GFR
5/2008,1.9,0.8,0.8,GFR
2/2009,35.5,13.7,--,GFR
3/2009,48.5,22.9,--,GFR
4/2009,40.1,17.9,--,GFR
5/2009,36.0,11.0,--,GFR
2/2010,56.1,17.7,--,GFR
3/2010,74.5,25.2,--,GFR
4/2010,60.8,28.6,--,GFR
5/2010,59.7,26.3,--,GFR
2/2011,48.7,15.3,--,GFR
3/2011,73.5,20.0,--,GFR
4/2011,90.6,19.3,--,GFR
5/2011,39.1,17.8,--,GFR
2/2012,12.6,5.4,--,GFR
3/2012,8.2,2.2,--,GFR
4/2012,30.0,7.2,--,GFR
5/2012,3.0,0.5,--,GFR
2/2013,25.6,8.2,--,GFR
3/2013,24.9,8.0,--,GFR
4/2013,4.2,1.5,--,GFR
5/2013,0.0,0.0,--,GFR
2/2014,0.5,0.5,--,GFR
3/2014,9.0,4.0,--,GFR
4/2014,8.5,1.0,--,GFR
5/2014,0.0,0.0,--,GFR
2/2015,8.0,2.0,--,GFR
3/2015,11.0,5.0,--,GFR
4/2015,0.0,0.0,--,GFR
5/2015,0.0,0.0,--,GFR
2/2016,27.5,10.5,--,GFR
3/2016,33.0,13.0,--,GFR
4/2016,8.0,3.5,--,GFR
5/2016,0.0,0.0,--,GFR
2/2000,19.0,4.3,--,GL2
3/2000,33.0,8.7,--,GL2
4/2000,22.0,7.2,7.2,GL2
2/2001,20.0,5.0,--,GL2
3/2001,28.0,6.3,--,GL2
4/2001,9.0,2.8,--,GL2
2/2002,24.0,6.3,--,GL2
3/2002,19.0,6.7,--,GL2
4/2002,24.0,7.9,--,GL2
2/2003,19.0,7.9,--,GL2
3/2003,23.2,7.7,--,GL2
4/2003,14.0,5.4,--,GL2
2/2004,26.0,8.0,--,GL2
3/2004,42.0,10.9,--,GL2
4/2004,15.0,5.2,--,GL2
2/2005,42.0,13.0,--,GL2
3/2005,47.0,14.8,--,GL2
4/2005,47.0,16.3,--,GL2
2/2006,23.0,6.6,--,GL2
3/2006,25.0,7.2,--,GL2
4/2006,30.0,10.4,--,GL2
2/2007,8.0,2.1,--,GL2
3/2007,30.0,5.2,--,GL2
4/2007,11.0,2.6,--,GL2
2/2008,39.0,9.1,--,GL2
3/2008,43.0,14.1,--,GL2
4/2008,30.0,12.6,--,GL2
2/2009,12.0,3.1,--,GL2
3/2009,14.0,4.0,--,GL2
4/2009,15.0,4.6,--,GL2
2/2010,27.0,6.9,--,GL2
3/2010,32.0,9.5,--,GL2
4/2010,25.0,8.8,--,GL2
2/2011,26.0,8.9,--,GL2
3/2011,52.0,14.2,--,GL2
4/2011,58.0,20.5,--,GL2
2/2012,9.0,2.1,--,GL2
3/2012,15.0,2.7,--,GL2
4/2012,13.0,3.2,--,GL2
2/2013,20.0,6.6,--,GL2
3/2013,20.0,6.1,--,GL2
4/2013,7.0,3.0,--,GL2
2/2014,3.0,1.0,--,GL2
4/2014,9.0,2.0,--,GL2
2/2015,2.0,0.6,--,GL2
3/2015,1.0,0.5,--,GL2
4/2015,0.0,0.0,--,GL2
2/2016,20.0,6.5,--,GL2
3/2016,20.0,7.0,--,GL2
4/2016,12.0,4.5,--,GL2
2/2000,66.5,13.2,--,GML
3/2000,107.3,34.9,--,GML
4/2000,70.0,30.8,30.8,GML
2/2001,52.1,10.8,--,GML
3/2001,84.7,21.1,--,GML
4/2001,62.8,29.1,--,GML
3/2002,54.5,20.1,--,GML
4/2002,65.9,22.4,--,GML
3/2003,55.9,17.8,--,GML
4/2003,52.9,20.0,--,GML
3/2004,92.5,26.3,--,GML
4/2004,49.6,25.9,--,GML
2/2005,101.1,35.7,--,GML
3/2005,126.5,45.5,--,GML
4/2005,124.0,47.3,--,GML
4/2008,63.8,27.0,--,GML
3/2009,68.0,20.0,--,GML
4/2009,79.0,28.0,--,GML
2/2010,68.7,19.9,--,GML
3/2010,78.0,29.0,--,GML
4/2010,80.4,32.8,--,GML
2/2011,59.8,22.0,--,GML
3/2011,88.6,35.1,--,GML
4/2011,115.6,40.0,--,GML
2/2012,23.4,5.9,--,GML
3/2012,30.2,7.4,--,GML
4/2012,38.4,12.6,--,GML
2/2013,62.2,20.1,--,GML
3/2013,52.6,18.0,--,GML
