location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Island Park",24,6.2,6,6290,01,00
"Island Park",37,10.2,6,6290,02,00
"Island Park",43,13.2,6,6290,03,00
"Island Park",41,15.0,6,6290,04,00
"Island Park",2,0.0,6,6290,05,00
"Island Park",0,0.0,6,6290,06,00
"Island Park",20,3.9,6,6290,01,01
"Island Park",29,5.3,6,6290,02,01
"Island Park",37,7.9,6,6290,03,01
"Island Park",23,7.7,6,6290,04,01
"Island Park",0,0.0,6,6290,05,01
"Island Park",0,0.0,6,6290,06,01
"Island Park",34,7.9,6,6290,01,02
"Island Park",46,11.1,6,6290,02,02
"Island Park",52,13.3,6,6290,03,02
"Island Park",41,14.5,6,6290,04,02
"Island Park",15,5.2,6,6290,05,02
"Island Park",0,0.0,6,6290,06,02
"Island Park",30,5.8,6,6290,01,03
"Island Park",35,9.0,6,6290,02,03
"Island Park",46,11.2,6,6290,03,03
"Island Park",28,10.2,6,6290,04,03
"Island Park",5,1.6,6,6290,05,03
"Island Park",0,0.0,6,6290,06,03
"Island Park",49,9.1,6,6290,01,04
"Island Park",53,14.2,6,6290,02,04
"Island Park",57,17.6,6,6290,03,04
"Island Park",32,13.0,6,6290,04,04
"Island Park",0,0.0,6,6290,05,04
"Island Park",0,0.0,6,6290,06,04
"Island Park",39,7.2,6,6290,01,05
"Island Park",37,10.2,6,6290,02,05
"Island Park",41,11.6,6,6290,03,05
"Island Park",43,14.4,6,6290,04,05
"Island Park",13,4.8,6,6290,05,05
"Island Park",0,0.0,6,6290,06,05
"Island Park",39,8.6,6,6290,01,06
"Island Park",60,15.0,6,6290,02,06
"Island Park",49,16.4,6,6290,03,06
"Island Park",51,18.4,6,6290,04,06
"Island Park",24,10.1,6,6290,05,06
"Island Park",0,0.0,6,6290,06,06
"Island Park",31,6.3,6,6290,01,07
"Island Park",32,8.0,6,6290,02,07
"Island Park",52,12.5,6,6290,03,07
"Island Park",23,8.0,6,6290,04,07
"Island Park",0,0.0,6,6290,05,07
"Island Park",0,0.0,6,6290,06,07
"Island Park",32,6.4,6,6290,01,08
"Island Park",64,12.9,6,6290,02,08
"Island Park",53,15.8,6,6290,03,08
"Island Park",57,18.6,6,6290,04,08
"Island Park",36,15.0,6,6290,05,08
"Island Park",0,0.0,6,6290,06,08
"Island Park",38,7.8,6,6290,01,09
"Island Park",39,10.1,6,6290,02,09
"Island Park",44,12.6,6,6290,03,09
"Island Park",48,14.9,6,6290,04,09
"Island Park",26,10.1,6,6290,05,09
"Island Park",0,0.0,6,6290,06,09
"Island Park",28,4.6,6,6290,01,10
"Island Park",36,8.2,6,6290,02,10
"Island Park",33,9.3,6,6290,03,10
"Island Park",24,9.3,6,6290,04,10
"Island Park",7,2.6,6,6290,05,10
"Island Park",0,0.0,6,6290,06,10
"Island Park",41,9.3,6,6290,01,11
"Island Park",42,12.5,6,6290,02,11
"Island Park",56,15.1,6,6290,03,11
"Island Park",56,20.1,6,6290,04,11
"Island Park",41,17.4,6,6290,05,11
"Island Park",0,0.0,6,6290,06,11
"Island Park",22,4.8,6,6290,01,12
"Island Park",38,8.5,6,6290,02,12
"Island Park",53,11.7,6,6290,03,12
"Island Park",33,11.4,6,6290,04,12
"Island Park",0,0.0,6,6290,05,12
"Island Park",0,0.0,6,6290,06,12
"Island Park",21,5.0,6,6290,01,13
"Island Park",36,8.6,6,6290,02,13
"Island Park",41,10.0,6,6290,03,13
"Island Park",31,10.7,6,6290,04,13
"Island Park",3,1.2,6,6290,05,13
"Island Park",0,0.0,6,6290,06,13
"Island Park",28,5.8,6,6290,01,14
"Island Park",35,8.3,6,6290,02,14
"Island Park",45,12.1,6,6290,03,14
"Island Park",43,15.2,6,6290,04,14
"Island Park",17,6.9,6,6290,05,14
"Island Park",0,0.0,6,6290,06,14
"Island Park",30,6.3,6,6290,01,15
"Island Park",32,9.3,6,6290,02,15
"Island Park",30,9.9,6,6290,03,15
"Island Park",13,5.5,6,6290,04,15
"Island Park",0,0.0,6,6290,05,15
"Island Park",0,0.0,6,6290,06,15
"Island Park",33,7.3,6,6290,01,16
"Island Park",43,10.7,6,6290,02,16
"Island Park",37,11.7,6,6290,03,16
"Island Park",36,13.5,6,6290,04,16
"Island Park",0,0.0,6,6290,05,16
"Island Park",0,0.0,6,6290,06,16
