location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Bald Peter",22,6.6,5,5600,12,99
"Bald Peter",82,24.0,5,5600,01,00
"Bald Peter",89,31.2,5,5600,02,00
"Bald Peter",77,32.8,5,5600,03,00
"Bald Peter",36,9.4,5,5600,12,00
"Bald Peter",42,11.2,5,5600,01,01
"Bald Peter",46,13.6,5,5600,02,01
"Bald Peter",39,13.8,5,5600,03,01
"Bald Peter",109,37.4,5,5600,01,02
"Bald Peter",105,38.8,5,5600,03,02
"Bald Peter",105,43.6,5,5600,04,02
"Bald Peter",33,11.4,5,5600,01,03
"Bald Peter",28,10.4,5,5600,01,03
"Bald Peter",38,12.5,5,5600,02,03
"Bald Peter",60,20.7,5,5600,03,03
"Bald Peter",50,20.2,5,5600,05,03
"Bald Peter",73,22.2,5,5600,01,04
"Bald Peter",85,29.0,5,5600,02,04
"Bald Peter",12,3.6,5,5600,12,04
"Bald Peter",13,5.2,5,5600,01,05
"Bald Peter",23,8.2,5,5600,02,05
"Bald Peter",44,12.8,5,5600,12,05
"Bald Peter",96,35.2,5,5600,02,06
"Bald Peter",103,35.4,5,5600,03,06
"Bald Peter",84,36.0,5,5600,05,06
"Bald Peter",45,13.6,5,5600,12,06
"Bald Peter",52,17.2,5,5600,02,07
"Bald Peter",72,22.4,5,5600,02,07
"Bald Peter",48,19.0,5,5600,04,07
"Bald Peter",108,41.8,5,5600,04,08
"Bald Peter",72,24.6,5,5600,03,09
"Bald Peter",79,31.8,5,5600,03,09
"Bald Peter",69,27.2,5,5600,04,09
"Bald Peter",31,9.8,5,5600,12,09
"Bald Peter",50,15.0,5,5600,01,10
"Bald Peter",58,19.6,5,5600,03,10
"Bald Peter",20,6.6,5,5600,01,12
"Bald Peter",53,19.8,5,5600,02,12
"Bald Peter",65,21.8,5,5600,03,12
"Bald Peter",106,40.0,5,5600,04,12
"Bald Peter",69,29.8,5,5600,05,12
"Bald Peter",59,16.8,5,5600,01,13
"Bald Peter",56,19.2,5,5600,02,13
"Bald Peter",64,21.2,5,5600,02,13
"Bald Peter",50,20.2,5,5600,04,13
"Bald Peter",20,9.2,5,5600,05,13
"Bald Peter",4,1.2,5,5600,01,14
"Bald Peter",15,5.4,5,5600,01,14
"Bald Peter",60,21.4,5,5600,03,14
"Bald Peter",58,24.2,5,5600,04,14
"Bald Peter",13,3.0,5,5600,01,15
"Bald Peter",6,2.4,5,5600,01,15
"Bald Peter",3,1.4,5,5600,02,15
"Bald Peter",0,0.0,5,5600,03,15
"Bald Peter",0,0.0,5,5600,05,15
