location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Govt Corrals Am",36,12.6,7,7400,03,02
"Govt Corrals Am",45,17.6,7,7400,02,02
"Govt Corrals Am",51,18.8,7,7400,03,02
"Govt Corrals Am",19,5.3,7,7400,01,03
"Govt Corrals Am",21,6.3,7,7400,02,03
"Govt Corrals Am",27,10.3,7,7400,03,03
"Govt Corrals Am",31,8.7,7,7400,01,04
"Govt Corrals Am",52,19.2,7,7400,03,04
"Govt Corrals Am",48,19.2,7,7400,03,04
"Govt Corrals Am",24,7.4,7,7400,02,05
"Govt Corrals Am",36,11.9,7,7400,03,05
"Govt Corrals Am",43,13.5,7,7400,04,05
"Govt Corrals Am",29,7.5,7,7400,01,06
"Govt Corrals Am",31,11.8,7,7400,02,06
"Govt Corrals Am",47,17.0,7,7400,04,06
"Govt Corrals Am",11,3.1,7,7400,01,07
"Govt Corrals Am",36,9.0,7,7400,03,07
"Govt Corrals Am",22,8.0,7,7400,03,07
"Govt Corrals Am",43,13.8,7,7400,02,08
"Govt Corrals Am",45,16.2,7,7400,04,08
"Govt Corrals Am",24,7.4,7,7400,01,09
"Govt Corrals Am",27,7.6,7,7400,02,09
"Govt Corrals Am",23,7.8,7,7400,04,09
"Govt Corrals Am",36,7.2,7,7400,01,10
"Govt Corrals Am",40,12.4,7,7400,02,10
"Govt Corrals Am",45,13.5,7,7400,03,10
"Govt Corrals Am",17,5.1,7,7400,01,12
"Govt Corrals Am",24,8.9,7,7400,02,12
"Govt Corrals Am",27,10.2,7,7400,04,12
"Govt Corrals Am",34,8.5,7,7400,02,13
"Govt Corrals Am",9,2.1,7,7400,01,14
"Govt Corrals Am",10,2.7,7,7400,02,14
"Govt Corrals Am",18,4.9,7,7400,03,14
"Govt Corrals Am",33,10.7,7,7400,04,14
"Govt Corrals Am",8,4.0,7,7400,05,14
"Govt Corrals Am",0,0.0,7,7400,06,14
"Govt Corrals Am",21,4.8,7,7400,01,15
"Govt Corrals Am",20,7.4,7,7400,02,15
"Govt Corrals Am",20,7.4,7,7400,03,15
"Govt Corrals Am",0,0.0,7,7400,04,15
"Govt Corrals Am",0,0.0,7,7400,05,15
"Govt Corrals Am",0,0.0,7,7400,06,15
"Govt Corrals Am",33,8.3,7,7400,01,16
"Govt Corrals Am",36,10.4,7,7400,02,16
"Govt Corrals Am",33,13.6,7,7400,03,16
"Govt Corrals Am",32,15.0,7,7400,04,16
"Govt Corrals Am",0,0.0,7,7400,05,16
"Govt Corrals Am",0,0.0,7,7400,06,16
