location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Cinnabar Park",33,8.6,9,9574,01,04
"Cinnabar Park",46,11.2,9,9574,02,04
"Cinnabar Park",52,13.4,9,9574,03,04
"Cinnabar Park",32,13.4,9,9574,04,04
"Cinnabar Park",32,13.6,9,9574,05,04
"Cinnabar Park",1,0.0,9,9574,06,04
"Cinnabar Park",31,8.1,9,9574,01,05
"Cinnabar Park",43,11.4,9,9574,02,05
"Cinnabar Park",48,13.7,9,9574,03,05
"Cinnabar Park",52,16.4,9,9574,04,05
"Cinnabar Park",44,14.2,9,9574,05,05
"Cinnabar Park",0,1.1,9,9574,06,05
"Cinnabar Park",51,12.6,9,9574,01,06
"Cinnabar Park",57,16.3,9,9574,02,06
"Cinnabar Park",63,20.0,9,9574,03,06
"Cinnabar Park",68,24.0,9,9574,04,06
"Cinnabar Park",43,19.7,9,9574,05,06
"Cinnabar Park",1,0.0,9,9574,06,06
"Cinnabar Park",41,10.0,9,9574,01,07
"Cinnabar Park",49,12.9,9,9574,02,07
"Cinnabar Park",62,16.8,9,9574,03,07
"Cinnabar Park",56,19.0,9,9574,04,07
"Cinnabar Park",39,17.6,9,9574,05,07
"Cinnabar Park",1,0.0,9,9574,06,07
"Cinnabar Park",43,9.2,9,9574,01,08
"Cinnabar Park",50,13.9,9,9574,02,08
"Cinnabar Park",61,18.4,9,9574,03,08
"Cinnabar Park",70,21.4,9,9574,04,08
"Cinnabar Park",50,20.4,9,9574,05,08
"Cinnabar Park",19,8.9,9,9574,06,08
"Cinnabar Park",30,8.0,9,9574,01,09
"Cinnabar Park",58,15.2,9,9574,02,09
"Cinnabar Park",65,19.3,9,9574,03,09
"Cinnabar Park",70,22.3,9,9574,04,09
"Cinnabar Park",56,21.6,9,9574,05,09
"Cinnabar Park",12,4.4,9,9574,06,09
"Cinnabar Park",41,9.6,9,9574,01,10
"Cinnabar Park",46,12.8,9,9574,02,10
"Cinnabar Park",60,16.7,9,9574,03,10
"Cinnabar Park",56,19.4,9,9574,04,10
"Cinnabar Park",53,19.9,9,9574,05,10
"Cinnabar Park",29,13.4,9,9574,06,10
"Cinnabar Park",50,12.9,9,9574,01,11
"Cinnabar Park",62,18.0,9,9574,02,11
"Cinnabar Park",74,21.1,9,9574,03,11
"Cinnabar Park",90,24.9,9,9574,04,11
"Cinnabar Park",96,31.2,9,9574,05,11
"Cinnabar Park",78,27.9,9,9574,06,11
"Cinnabar Park",31,6.7,9,9574,01,12
"Cinnabar Park",42,9.8,9,9574,02,12
"Cinnabar Park",63,15.3,9,9574,03,12
"Cinnabar Park",31,12.7,9,9574,04,12
"Cinnabar Park",9,4.4,9,9574,05,12
"Cinnabar Park",0,0.0,9,9574,06,12
"Cinnabar Park",30,6.5,9,9574,01,13
"Cinnabar Park",46,9.3,9,9574,02,13
"Cinnabar Park",47,11.7,9,9574,03,13
"Cinnabar Park",46,13.6,9,9574,04,13
"Cinnabar Park",57,14.7,9,9574,05,13
"Cinnabar Park",2,1.1,9,9574,06,13
"Cinnabar Park",49,9.4,9,9574,01,14
"Cinnabar Park",65,14.6,9,9574,02,14
"Cinnabar Park",80,19.0,9,9574,03,14
"Cinnabar Park",80,24.7,9,9574,04,14
"Cinnabar Park",62,24.4,9,9574,05,14
"Cinnabar Park",30,14.5,9,9574,06,14
"Cinnabar Park",37,8.3,9,9574,01,15
"Cinnabar Park",41,9.9,9,9574,02,15
"Cinnabar Park",47,11.8,9,9574,03,15
"Cinnabar Park",35,14.4,9,9574,04,15
"Cinnabar Park",34,11.9,9,9574,05,15
"Cinnabar Park",11,3.9,9,9574,06,15
"Cinnabar Park",35,8.5,9,9574,01,16
"Cinnabar Park",51,12.4,9,9574,02,16
"Cinnabar Park",55,15.5,9,9574,03,16
"Cinnabar Park",70,20.0,9,9574,04,16
"Cinnabar Park",71,23.0,9,9574,05,16
"Cinnabar Park",37,14.0,9,9574,06,16
