location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Bone Springs Div",,7.7,9,9350,01,00
"Bone Springs Div",,11.0,9,9350,02,00
"Bone Springs Div",,13.4,9,9350,03,00
"Bone Springs Div",,15.9,9,9350,04,00
"Bone Springs Div",,17.4,9,9350,05,00
"Bone Springs Div",,5.2,9,9350,06,00
"Bone Springs Div",,5.3,9,9350,01,01
"Bone Springs Div",,6.5,9,9350,02,01
"Bone Springs Div",,8.1,9,9350,03,01
"Bone Springs Div",,10.6,9,9350,04,01
"Bone Springs Div",,12.3,9,9350,05,01
"Bone Springs Div",,0.0,9,9350,06,01
"Bone Springs Div",,6.4,9,9350,01,02
"Bone Springs Div",,8.1,9,9350,02,02
"Bone Springs Div",,9.8,9,9350,03,02
"Bone Springs Div",,13.0,9,9350,04,02
"Bone Springs Div",,16.1,9,9350,05,02
"Bone Springs Div",,8.6,9,9350,06,02
"Bone Springs Div",,5.7,9,9350,01,03
"Bone Springs Div",,8.6,9,9350,02,03
"Bone Springs Div",,11.9,9,9350,03,03
"Bone Springs Div",,17.3,9,9350,04,03
"Bone Springs Div",,17.6,9,9350,05,03
"Bone Springs Div",,5.4,9,9350,06,03
"Bone Springs Div",35,7.1,9,9350,01,04
"Bone Springs Div",39,8.7,9,9350,02,04
"Bone Springs Div",59,12.4,9,9350,03,04
"Bone Springs Div",47,14.4,9,9350,04,04
"Bone Springs Div",44,16.7,9,9350,05,04
"Bone Springs Div",12,3.8,9,9350,06,04
"Bone Springs Div",34,7.5,9,9350,01,05
"Bone Springs Div",37,9.0,9,9350,02,05
"Bone Springs Div",43,10.5,9,9350,03,05
"Bone Springs Div",53,14.1,9,9350,04,05
"Bone Springs Div",47,14.6,9,9350,05,05
"Bone Springs Div",26,10.6,9,9350,06,05
"Bone Springs Div",31,7.3,9,9350,01,06
"Bone Springs Div",38,8.9,9,9350,02,06
"Bone Springs Div",49,11.4,9,9350,03,06
"Bone Springs Div",54,14.2,9,9350,04,06
"Bone Springs Div",39,13.9,9,9350,05,06
"Bone Springs Div",0,0.0,9,9350,06,06
"Bone Springs Div",35,8.1,9,9350,01,07
"Bone Springs Div",43,10.3,9,9350,02,07
"Bone Springs Div",60,13.6,9,9350,03,07
"Bone Springs Div",64,17.5,9,9350,04,07
"Bone Springs Div",53,18.2,9,9350,05,07
"Bone Springs Div",35,12.4,9,9350,06,07
"Bone Springs Div",33,6.9,9,9350,01,08
"Bone Springs Div",42,10.2,9,9350,02,08
"Bone Springs Div",51,13.2,9,9350,03,08
"Bone Springs Div",65,17.8,9,9350,04,08
"Bone Springs Div",62,19.1,9,9350,05,08
"Bone Springs Div",37,14.5,9,9350,06,08
"Bone Springs Div",40,9.6,9,9350,01,09
"Bone Springs Div",54,14.2,9,9350,02,09
"Bone Springs Div",57,15.8,9,9350,03,09
"Bone Springs Div",61,17.5,9,9350,04,09
"Bone Springs Div",52,17.7,9,9350,05,09
"Bone Springs Div",5,1.4,9,9350,06,09
"Bone Springs Div",31,5.8,9,9350,01,10
"Bone Springs Div",38,7.7,9,9350,02,10
"Bone Springs Div",42,9.1,9,9350,03,10
"Bone Springs Div",50,11.1,9,9350,04,10
"Bone Springs Div",50,12.2,9,9350,05,10
"Bone Springs Div",35,12.2,9,9350,06,10
"Bone Springs Div",33,7.9,9,9350,01,11
"Bone Springs Div",50,12.9,9,9350,02,11
"Bone Springs Div",56,15.7,9,9350,03,11
"Bone Springs Div",74,20.3,9,9350,04,11
"Bone Springs Div",93,28.2,9,9350,05,11
"Bone Springs Div",81,33.2,9,9350,06,11
"Bone Springs Div",43,10.3,9,9350,01,12
"Bone Springs Div",49,12.9,9,9350,02,12
"Bone Springs Div",68,18.0,9,9350,03,12
"Bone Springs Div",54,18.8,9,9350,04,12
"Bone Springs Div",51,19.0,9,9350,05,12
"Bone Springs Div",20,8.3,9,9350,06,12
"Bone Springs Div",24,6.0,9,9350,01,13
"Bone Springs Div",44,8.9,9,9350,02,13
"Bone Springs Div",44,10.8,9,9350,03,13
"Bone Springs Div",48,13.2,9,9350,04,13
"Bone Springs Div",60,17.0,9,9350,05,13
"Bone Springs Div",16,5.3,9,9350,06,13
"Bone Springs Div",39,8.4,9,9350,01,14
"Bone Springs Div",53,12.2,9,9350,02,14
"Bone Springs Div",74,17.1,9,9350,03,14
"Bone Springs Div",77,21.5,9,9350,04,14
"Bone Springs Div",71,25.7,9,9350,05,14
"Bone Springs Div",31,12.4,9,9350,06,14
"Bone Springs Div",29,6.3,9,9350,01,15
"Bone Springs Div",37,9.2,9,9350,02,15
"Bone Springs Div",48,12.1,9,9350,03,15
"Bone Springs Div",42,13.4,9,9350,04,15
"Bone Springs Div",41,14.3,9,9350,05,15
"Bone Springs Div",13,5.5,9,9350,06,15
"Bone Springs Div",23,4.4,9,9350,01,16
"Bone Springs Div",31,5.9,9,9350,02,16
"Bone Springs Div",42,9.1,9,9350,03,16
"Bone Springs Div",53,12.2,9,9350,04,16
"Bone Springs Div",45,14.7,9,9350,05,16
"Bone Springs Div",15,5.0,9,9350,06,16
