location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Boyer Mountain",60,19.2,5,5250,01,00
"Boyer Mountain",68,24.1,5,5250,02,00
"Boyer Mountain",79,29.0,5,5250,03,00
"Boyer Mountain",49,23.0,5,5250,05,00
"Boyer Mountain",40,11.8,5,5250,02,01
"Boyer Mountain",38,12.9,5,5250,03,01
"Boyer Mountain",38,14.0,5,5250,04,01
"Boyer Mountain",74,27.6,5,5250,02,02
"Boyer Mountain",78,29.9,5,5250,03,02
"Boyer Mountain",61,28.5,5,5250,04,02
"Boyer Mountain",52,16.9,5,5250,02,03
"Boyer Mountain",52,19.4,5,5250,03,03
"Boyer Mountain",37,16.0,5,5250,04,03
"Boyer Mountain",56,17.5,5,5250,02,04
"Boyer Mountain",49,19.3,5,5250,03,04
"Boyer Mountain",27,12.2,5,5250,04,04
"Boyer Mountain",27,9.0,5,5250,02,05
"Boyer Mountain",34,9.6,5,5250,03,05
"Boyer Mountain",11,4.5,5,5250,04,05
"Boyer Mountain",79,29.2,5,5250,02,06
"Boyer Mountain",86,30.8,5,5250,03,06
"Boyer Mountain",72,33.8,5,5250,04,06
"Boyer Mountain",49,15.8,5,5250,02,07
"Boyer Mountain",51,20.6,5,5250,03,07
"Boyer Mountain",34,15.2,5,5250,04,07
"Boyer Mountain",76,23.4,5,5250,02,08
"Boyer Mountain",72,26.5,5,5250,02,08
"Boyer Mountain",88,31.7,5,5250,03,08
"Boyer Mountain",74,33.4,5,5250,05,08
"Boyer Mountain",49,15.2,5,5250,01,11
"Boyer Mountain",76,24.8,5,5250,03,11
"Boyer Mountain",52,13.8,5,5250,01,12
"Boyer Mountain",65,19.2,5,5250,02,12
"Boyer Mountain",82,27.2,5,5250,03,12
"Boyer Mountain",52,15.4,5,5250,01,13
"Boyer Mountain",57,22.0,5,5250,03,13
"Boyer Mountain",52,13.1,5,5250,02,14
"Boyer Mountain",50,15.8,5,5250,03,14
"Boyer Mountain",22,6.5,5,5250,01,15
"Boyer Mountain",16,5.2,5,5250,02,15
"Boyer Mountain",8,2.9,5,5250,03,15
"Boyer Mountain",52,12.4,5,5250,01,16
