location,snow_depth,snow_water_equivalent,elevation_band,elevation,month,year
"Bonaupart South",21,4.7,4,4740,01,10
"Bonaupart South",24,5.6,4,4740,02,10
"Bonaupart South",20,6.1,4,4740,03,10
"Bonaupart South",17,3.2,4,4740,01,11
"Bonaupart South",23,4.8,4,4740,02,11
"Bonaupart South",31,6.8,4,4740,03,11
"Bonaupart South",17,3.2,4,4740,02,12
"Bonaupart South",22,4.6,4,4740,02,12
"Bonaupart South",22,5.7,4,4740,03,12
"Bonaupart South",25,5.9,4,4740,02,13
"Bonaupart South",24,5.7,4,4740,03,13
"Bonaupart South",18,5.6,4,4740,03,13
"Bonaupart South",16,2.4,4,4740,02,14
"Bonaupart South",10,2.3,4,4740,03,14
"Bonaupart South",10,2.2,4,4740,01,15
"Bonaupart South",6,1.4,4,4740,02,15
"Bonaupart South",0,0.0,4,4740,03,15
"Bonaupart South",27,6.2,4,4740,01,16
"Bonaupart South",24,6.9,4,4740,02,16
"Bonaupart South",19,6.1,4,4740,03,16
